"Identifiant action de formation";"Enseignements optionnels et langues de classe de 2nde GT";"Identifiant et fiche onisep lieu de cours";"UAI lieu de cours";"Libellé lieu de cours";"Adresse lieu de cours";"Boîte postale lieu de cours";"Code postal lieu de cours";"Commune lieu de cours";"Département lieu de cours";"Région lieu de cours";"Académie lieu de cours";"AF date création";"AF date de modification"
AF.25041;"Atelier artistique / Italien / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15124;0380049X;"Lycée polyvalent de la Matheysine";"3 rue Lesdiguières";;38350;"La Mure";Isère;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;23/11/2021
AF.76715;"Arts : arts plastiques / Arts : musique / Arts : théâtre / Chinois / Éducation physique et sportive / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais, allemand, espagnol / LV2 : espagnol, anglais, allemand, chinois, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8734;0631075B;"Lycée général et technologique privé Saint-Alyre";"20 rue Sainte-George";;63037;Clermont-Ferrand;Puy-de-Dôme;Auvergne-Rhône-Alpes;Clermont-Ferrand;06/06/2020;06/06/2020
AF.13581;"Arts : arts plastiques / Arts : musique / Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3408;0920906K;"Lycée Notre-Dame";"65 avenue du Général Leclerc";;92340;Bourg-la-Reine;Hauts-de-Seine;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.19271;"Arts : arts plastiques / Biotechnologies / Création et innovation technologiques / Langues et cultures de l'Antiquité : latin / Management et gestion / Portugais / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais, allemand, portugais / LV2 : espagnol, anglais, allemand, portugais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8130;0950666H;"Lycée polyvalent Georges Braque - Lycée des métiers de l'intelligence économique et du management";"21 rue Victor Puiseux";;95100;Argenteuil;Val-d'Oise;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.117554;"Arts : arts plastiques / Création et innovation technologiques / Éducation physique et sportive / Management et gestion / Sciences de l'ingénieur / LV1 : anglais / LV2 : allemand, espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23300;0281197Z;"Lycée polyvalent Joséphine Baker";"4 rue du bois du loup";;28130;Hanches;Eure-et-Loir;"Centre-Val de Loire";Orléans-Tours;01/02/2023;19/03/2024
AF.70918;"Arts : arts plastiques / Arts : musique / Hébreu moderne / Langues et cultures de l'Antiquité : latin / LV1 : anglais, hébreu moderne / LV2 : espagnol, allemand, hébreu moderne, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6730;0671615S;"Lycée privé Aquiba";"4 rue Baldung Grien";;67000;Strasbourg;Bas-Rhin;"Grand Est";Strasbourg;06/06/2020;06/06/2020
AF.6150;"LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18880;0942376X;"Lycée Cours du Hameau";"19 rue rue Jean François Marmontel";;94320;Thiais;Val-de-Marne;Ile-de-France;Créteil;06/06/2020;06/06/2020
AF.65234;"Arts : arts plastiques / Éducation physique et sportive / Langue des signes française / Management et gestion / Sciences de l'ingénieur / LV1 : espagnol, anglais / LV2 : espagnol, anglais, allemand, chinois";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6658;0340871M;"Lycée privé La Trinité";"6 avenue Jean Moulin";"CS 20158";34503;Béziers;Hérault;Occitanie;Montpellier;06/06/2020;05/11/2025
AF.47959;"Arts : cinéma-audiovisuel / Arts : musique / Éducation physique et sportive / Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / Santé et social / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4175;0772229E;"Lycée Jean Vilar";"83 avenue Salvador Allende";;77100;Meaux;Seine-et-Marne;Ile-de-France;Créteil;06/06/2020;20/02/2025
AF.76844;"Arts : arts plastiques / Arts : histoire des arts / Arts : théâtre / Espagnol / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15129;0740017S;"Lycée polyvalent Charles Poncet";"1 avenue Charles Poncet";"BP 109";74302;Cluses;Haute-Savoie;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;03/01/2022
AF.49843;"Arts : arts plastiques / Espagnol / Italien / Langues et cultures de l'Antiquité : latin / Santé et social / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19546;0880040R;"Lycée des métiers des arts de l'habitat et de l'ameublement Pierre et Marie Curie";"Rue Victor Martin";"BP 269";88307;Neufchâteau;Vosges;"Grand Est";Nancy-Metz;06/06/2020;04/02/2025
AF.19319;"Arts : théâtre / Chinois / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / LV1 : anglais, allemand, norvégien / LV2 : espagnol, anglais, allemand, norvégien, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19251;0690027E;"Lycée Édouard Herriot";"6 place Edgar Quinet";;69455;Lyon;Rhône;Auvergne-Rhône-Alpes;Lyon;06/06/2020;05/01/2022
AF.9887;"Écologie, agronomie, territoires, développement durable / Hippologie et équitation / Pratiques sociales et culturelles / LV1 : anglais / LV2 : allemand, espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10592;0860718N;"Lycée agricole Xavier Bernard - Venours";Venours;;86480;Rouillé;Vienne;Nouvelle-Aquitaine;Poitiers;06/06/2020;25/02/2025
AF.70942;"Biotechnologies / Langue des signes française / Management et gestion / Santé et social / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13544;0592963A;"Lycée polyvalent Saint-Martin";"54 rue de Lille";;59100;Roubaix;Nord;Hauts-de-France;Lille;06/06/2020;12/02/2026
AF.53776;"Arts : arts plastiques / Arts : théâtre / Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12579;0920917X;"Lycée Notre-Dame";"24 rue Alexandre Guilmant";;92190;Meudon;Hauts-de-Seine;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.45263;"Création et innovation technologiques / Sciences de l'ingénieur / LV1 : espagnol, anglais, italien / LV2 : espagnol, anglais, italien, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18112;0820899G;"Lycée polyvalent Jean Baylet";"20 avenue du Maréchal Leclerc de Hauteclocque";"BP 74";82403;"Valence d'Agen";Tarn-et-Garonne;Occitanie;Toulouse;06/06/2020;18/04/2023
AF.82512;"Biotechnologies / Éducation physique et sportive / Management et gestion / Santé et social / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7785;0031044U;"Lycée polyvalent Geneviève Vincent";"15 boulevard du Général de Gaulle";;3600;Commentry;Allier;Auvergne-Rhône-Alpes;Clermont-Ferrand;06/06/2020;06/06/2020
AF.2134;"Arts : cinéma-audiovisuel / Création et innovation technologiques / Italien / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12210;0770931U;"Lycée Pierre de Coubertin";"Chaussée de Paris";;77100;Meaux;Seine-et-Marne;Ile-de-France;Créteil;06/06/2020;20/02/2025
AF.68046;"Création et culture-design / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14498;0750502N;"Lycée polyvalent Maximilien Vox";"5 rue Madame";;75006;Paris;Paris;Ile-de-France;Paris;06/06/2020;06/06/2020
AF.88255;"Biotechnologies / Espagnol / Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7344;0830100H;"Lycée Notre-Dame";"29 boulevard Abbé Duploye";"CS 20422";83055;Toulon;Var;"Provence-Alpes-Côte d'Azur";Nice;06/06/2020;06/06/2020
AF.76657;"Arts : théâtre / Éducation physique et sportive / Italien / Langues et cultures de l'Antiquité : latin / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14419;0880099E;"Lycée Beau Jardin";"9 rue du Beau Jardin";;88100;Saint-Dié-des-Vosges;Vosges;"Grand Est";Nancy-Metz;06/06/2020;19/02/2024
AF.55536;"Arts : arts plastiques / Italien / Anglais / Management et gestion / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15038;0932048W;"Lycée polyvalent Blaise Cendrars";"12 avenue Léon Jouhaux";;93270;Sevran;Seine-Saint-Denis;Ile-de-France;Créteil;06/06/2020;13/02/2025
AF.78720;"Arts : arts plastiques / Arts : théâtre / Biotechnologies / Éducation physique et sportive / Langue des signes française / Management et gestion / Santé et social / Sciences et laboratoire / LV1 : espagnol, anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12212;0771237B;"Lycée privé Saint-Laurent La Paix Notre-Dame";"43 rue Brébion";;77400;Lagny-sur-Marne;Seine-et-Marne;Ile-de-France;Créteil;06/06/2020;21/02/2025
AF.42214;"Arabe / Arts : arts plastiques / Arts : cinéma-audiovisuel / Arts : théâtre / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences de l'ingénieur / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5159;0831407D;"Lycée du Coudon";"Avenue Toulouse Lautrec";"BP 30124";83957;"La Garde";Var;"Provence-Alpes-Côte d'Azur";Nice;06/06/2020;06/06/2020
AF.11376;"Management et gestion / LV1 : anglais / LV2 : espagnol, allemand, chinois, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19635;0753895B;"Cours Molière";"2-4 boulevard Soult";;75012;Paris;Paris;Ile-de-France;Paris;06/06/2020;14/04/2025
AF.47958;"Biotechnologies / Création et innovation technologiques / Éducation physique et sportive / Management et gestion / Santé et social / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5118;0360043B;"Lycée polyvalent Blaise Pascal";"27 boulevard Blaise Pascal";"BP 569";36019;Châteauroux;Indre;"Centre-Val de Loire";Orléans-Tours;06/06/2020;25/03/2024
AF.65194;"Arabe / Italien / Arts : arts plastiques / Arts : musique / Arts : théâtre / Langues et cultures de l'Antiquité : grec / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, chinois, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4834;0540040A;"Lycée Frédéric Chopin";"39 rue Sergent Blandan, Esplanade Jacques Baudot";"CS 54238";54042;Nancy;Meurthe-et-Moselle;"Grand Est";Nancy-Metz;06/06/2020;06/06/2020
AF.59413;"Arts : arts plastiques / Italien / Langues et cultures de l'Antiquité : latin / LV1 : anglais, allemand / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15387;0930961P;"Lycée général privé l'Espérance";"35 rue Anatole France";"BP 97";93622;Aulnay-sous-Bois;Seine-Saint-Denis;Ile-de-France;Créteil;06/06/2020;13/02/2025
AF.42280;"Arts : arts plastiques / Langue des signes française / Langues et cultures de l'Antiquité : latin / Management et gestion / Santé et social / LV1 : espagnol, anglais / LV2 : espagnol, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16287;0470063N;"Lycée privé Notre-Dame de la Compassion";"1 ter rue de Langeot";;47200;Marmande;Lot-et-Garonne;Nouvelle-Aquitaine;Bordeaux;06/06/2020;13/03/2023
AF.19218;"Allemand / Espagnol / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7047;0410954P;"Lycée polyvalent privé Saint-Joseph";"18 rue Lemyre de Villers";"BP 124";41106;Vendôme;Loir-et-Cher;"Centre-Val de Loire";Orléans-Tours;06/06/2020;16/10/2025
AF.43973;"Arts : arts plastiques / Création et culture-design / Création et innovation technologiques / Langues et cultures de l'Antiquité : latin / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais, allemand, espagnol / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1838;0142133T;"Lycée Laplace - Dumont d'Urville";"130 rue de la Délivrande";"BP 75183";14075;Caen;Calvados;Normandie;Normandie;06/06/2020;18/12/2024
AF.61478;"Écologie, agronomie, territoires, développement durable / LV1 : espagnol, anglais / LV2 : espagnol, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17629;0071125K;"Lycée agricole Olivier de Serres";"76 chemin de Ripotier Haut";"BP 150";7205;Aubenas;Ardèche;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;20/12/2021
AF.48020;"Biotechnologies / Création et culture-design / Création et innovation technologiques / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1589;0160004T;"Lycée Charles Augustin Coulomb";"Allée Joachim du Bellay";;16000;Angoulême;Charente;Nouvelle-Aquitaine;Poitiers;06/06/2020;06/06/2020
AF.42262;"Management et gestion / LV1 : anglais / LV2 : hébreu moderne";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7821;0755025E;"Lycée privé Heikhal Menahem Sinaï";"110 boulevard de Ménilmontant";;75020;Paris;Paris;Ile-de-France;Paris;06/06/2020;06/06/2020
AF.36677;"Arts : arts plastiques / Arts : cinéma-audiovisuel / Arts : musique / Arts : théâtre / Biotechnologies / Éducation physique et sportive / Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Santé et social / LV1 : anglais, allemand, espagnol / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6138;0500016W;"Lycée Jean-François Millet";"1 rue de Bougainville";"BP 79";50130;Cherbourg-en-Cotentin;Manche;Normandie;Normandie;06/06/2020;05/02/2025
AF.19243;"Arts : arts plastiques / Arts : musique / Arts : théâtre / Biotechnologies / Espagnol / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / Santé et social / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien, russe";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16875;0670020H;"Lycée Robert Schuman";"2 quai des pêcheurs";"BP 30233";67504;Haguenau;Bas-Rhin;"Grand Est";Strasbourg;06/06/2020;06/06/2020
AF.55400;"Arts : arts plastiques / Arts : musique / Création et innovation technologiques / Langues et cultures de l'Antiquité : latin / Santé et social / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13000;0010069V;"Lycée Lamartine";"41 rue Georges Girerd";"BP 79";1302;Belley;Ain;Auvergne-Rhône-Alpes;Lyon;06/06/2020;06/06/2020
AF.42204;"Écologie, agronomie, territoires, développement durable / Éducation physique et sportive / Hippologie et équitation / Pratiques physiques et sportives / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9499;0180585N;"Lycée d'enseignement général et technologique agricole de Bourges";"Zone Le Sollier";"CS 18";18570;"Le Subdray";Cher;"Centre-Val de Loire";Orléans-Tours;06/06/2020;17/12/2024
AF.7890;"Écologie, agronomie, territoires, développement durable / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15548;9740078S;"Lycée agricole Émile Boyer de la Giroday";"165 route de Mafate";"CS 91037";97864;Saint-Paul;"La Réunion";"La Réunion";"La Réunion";06/06/2020;28/09/2020
AF.7847;"Arts : théâtre / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences de l'ingénieur / LV1 : allemand, anglais / LV2 : allemand, anglais, espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5195;0870003F;"Lycée Jean Giraudoux";"5 avenue Charles de Gaulle";;87300;Bellac;Haute-Vienne;Nouvelle-Aquitaine;Limoges;06/06/2020;06/06/2020
