"Identifiant action de formation";"Enseignements de spécialité de classe de 1ère générale";"Identifiant et fiche onisep lieu de cours";"UAI lieu de cours";"Libellé lieu de cours";"Adresse lieu de cours";"Boîte postale lieu de cours";"Code postal lieu de cours";"Commune lieu de cours";"Département lieu de cours";"Région lieu de cours";"Académie lieu de cours";"AF date création";"AF date de modification"
AF.35109;"sciences économiques et sociales / arts : arts plastiques / humanités, littérature et philosophie / arts : cinéma - audiovisuel / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1044;0312267W;"Lycée général et technologique des Arènes";"Place Émile Male";;31024;Toulouse;Haute-Garonne;Occitanie;Toulouse;06/06/2020;12/04/2021
AF.35117;"sciences économiques et sociales / arts : théâtre / humanités, littérature et philosophie / arts : cinéma - audiovisuel / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.893;0640052J;"Lycée Gaston Fébus";"20 avenue Georges Moutet";"BP 128";64301;Orthez;Pyrénées-Atlantiques;Nouvelle-Aquitaine;Bordeaux;06/06/2020;09/02/2021
AF.35130;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.804;0141169V;"Institution Frémont";"12 rue Paul Banaston";;14100;Lisieux;Calvados;Normandie;Normandie;06/06/2020;09/02/2021
AF.35139;"sciences économiques et sociales / arts : arts plastiques / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14899;0160062F;"Lycée privé Saint-Paul";"101 rue de Beaulieu";;16000;Angoulême;Charente;Nouvelle-Aquitaine;Poitiers;06/06/2020;13/10/2023
AF.35149;"sciences économiques et sociales / LLCER espagnol / arts : arts plastiques / arts : théâtre / humanités, littérature et philosophie / arts : cinéma - audiovisuel / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / LLCER allemand / physique-chimie / sciences de la vie et de la Terre / LLCER italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5159;0831407D;"Lycée du Coudon";"Avenue Toulouse Lautrec";"BP 30124";83957;"La Garde";Var;"Provence-Alpes-Côte d'Azur";Nice;06/06/2020;06/04/2022
AF.35155;"sciences économiques et sociales / humanités, littérature et philosophie / arts : cinéma - audiovisuel / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER anglais - monde contemporain / numérique et sciences informatiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2598;0760076V;"Lycée Jean Prévost";"Avenue Jean Prévost";"BP 49";76290;Montivilliers;Seine-Maritime;Normandie;Normandie;06/06/2020;01/02/2023
AF.35165;"sciences économiques et sociales / arts : théâtre / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12447;0810033W;"Cité scolaire de Mazamet- Lycée général et technologique Maréchal Soult";"8 rue du Lycée";"BP 519";81207;Mazamet;Tarn;Occitanie;Toulouse;06/06/2020;27/01/2022
AF.35167;"LLCER anglais - monde contemporain / arts : arts plastiques / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / sciences de l'ingénieur / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8230;0260023J;"Lycée polyvalent du Dauphiné";"38 boulevard Rémy Roure";"BP 1113";26103;Romans-sur-Isère;Drôme;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;10/02/2025
AF.35191;"sciences économiques et sociales / arts : théâtre / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3991;0230002C;"Lycée Eugène Jamot";"1 rue Williams Dumazet";;23200;Aubusson;Creuse;Nouvelle-Aquitaine;Limoges;06/06/2020;06/06/2020
AF.35203;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / éducation physique, pratiques et culture sportives / LLCER allemand / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8241;0080045F;"Lycée Pierre Bayle";"2 rue Dominique Billaudelle";;8200;Sedan;Ardennes;"Grand Est";Reims;06/06/2020;06/01/2026
AF.35218;"sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques / mathématiques / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10317;0480680D;"Lycée privé polyvalent Sacré-Coeur";"43 avenue de la Gare";;48200;Saint-Chély-d'Apcher;Lozère;Occitanie;Montpellier;06/06/2020;06/06/2020
AF.35224;"humanités, littérature et philosophie / LLCER anglais / mathématiques / littérature et langues et cultures de l'Antiquité";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12159;0623943Z;"École Saint-Jean-Baptiste de la Salle";"5 rue du Perroy";;62690;Camblain-l'Abbé;Pas-de-Calais;Hauts-de-France;Lille;06/06/2020;12/09/2023
AF.35251;"sciences économiques et sociales / arts : théâtre / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1460;0550072E;"Lycée des métiers Alfred Kastler";"1 rue de Münnerstadt";;55700;Stenay;Meuse;"Grand Est";Nancy-Metz;06/06/2020;06/06/2020
AF.35258;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1400;0622120T;"Lycée général Notre-Dame de Sion";"52 rue Courteville";;62500;Saint-Omer;Pas-de-Calais;Hauts-de-France;Lille;06/06/2020;12/02/2026
AF.135502;"biologie-écologie / physique-chimie / mathématiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12200;0280967Z;"Lycée agricole privé Franz Stock";"2 rue des Fleurs";;28630;Mignières;Eure-et-Loir;"Centre-Val de Loire";Orléans-Tours;05/02/2025;05/02/2025
AF.137480;"sciences de la vie et de la Terre / physique-chimie / mathématiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23931;0932861E;"Lycée privé réussite éducative valeurs et épanouissement";"3 rue Henri Wallon";;93800;Epinay-sur-Seine;Seine-Saint-Denis;Ile-de-France;Créteil;10/04/2025;11/04/2025
AF.141852;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.25339;0342605X;"Lycée polyvalent de Cournonterral";"2 avenue Cynisca";;34660;Cournonterral;Hérault;Occitanie;Montpellier;11/09/2025;11/09/2025
AF.142607;"mathématiques / physique-chimie / sciences de la vie et de la Terre / humanités, littérature et philosophie / LLCER anglais / histoire-géographie, géopolitique et sciences politiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23370;0597137M;"Micro-lycée du lycée Pierre Forest";"Boulevard Charles de Gaulle";"BP 30599";59605;Maubeuge;Nord;Hauts-de-France;Lille;07/11/2025;07/11/2025
AF.17383;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2168;0910815S;"Lycée Jeanne d'Arc";"11 boulevard Henri IV";"BP 22";91150;Etampes;Essonne;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.17513;"sciences économiques et sociales / arts : histoire des arts / LLCER espagnol / arts : arts plastiques / arts : théâtre / arts : musique / humanités, littérature et philosophie / arts : cinéma - audiovisuel / histoire-géographie, géopolitique et sciences politiques / mathématiques / arts : danse / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7932;0840003X;"Lycée Frédéric Mistral";"37 rue d'Annanelle";;84000;Avignon;Vaucluse;"Provence-Alpes-Côte d'Azur";Aix-Marseille;06/06/2020;16/05/2022
AF.17689;"sciences économiques et sociales / arts : théâtre / arts : musique / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / LLCER anglais - monde contemporain / mathématiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4834;0540040A;"Lycée Frédéric Chopin";"39 rue Sergent Blandan, Esplanade Jacques Baudot";"CS 54238";54042;Nancy;Meurthe-et-Moselle;"Grand Est";Nancy-Metz;06/06/2020;07/02/2022
AF.17699;"sciences économiques et sociales / arts : arts plastiques / arts : théâtre / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11463;0511147V;"Lycée polyvalent Frédéric Ozanam";"1 rue de la Fraternité, Site Mont-Héry";"BP 2059";51000;Châlons-en-Champagne;Marne;"Grand Est";Reims;06/06/2020;11/03/2021
AF.17711;"arts : arts plastiques / numérique et sciences informatiques / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais - monde contemporain / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13358;0560119A;"Lycée Sainte-Anne";"2 rue de Locmaria";;56400;Sainte-Anne-d'Auray;Morbihan;Bretagne;Rennes;06/06/2020;09/03/2023
AF.17712;"sciences économiques et sociales / arts : arts plastiques / arts : théâtre / arts : musique / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol / LLCER anglais - monde contemporain / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1034;0650026A;"Lycée général et technologique Marie Curie";"2 rue Georges Ledormeur";"BP 9301";65930;Tarbes;Hautes-Pyrénées;Occitanie;Toulouse;06/06/2020;14/02/2025
AF.17718;"sciences économiques et sociales / LLCER espagnol / arts : théâtre / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER italien / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2813;0132733A;"Lycée polyvalent Antonin Artaud";"25 chemin Notre-Dame de la Consolation";;13013;Marseille;Bouches-du-Rhône;"Provence-Alpes-Côte d'Azur";Aix-Marseille;06/06/2020;14/04/2021
AF.17724;"sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3409;0912142J;"Lycée Gaspard Monge";"4 rue de Viry";;91600;Savigny-sur-Orge;Essonne;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.17734;"littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais / LLCER espagnol / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6012;0350026N;"Lycée Jean Macé";"10 rue Jean Macé";"BP 90431";35704;Rennes;Ille-et-Vilaine;Bretagne;Rennes;06/06/2020;12/04/2022
AF.17743;"LLCER anglais / LLCER allemand / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13290;0740037N;"Lycée général et technologique Madame de Staël";"16 route de Thairy";"BP 73109";74163;Saint-Julien-en-Genevois;Haute-Savoie;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;10/02/2025
